_id,name,rarity,carry_capacity,buy,sell,description,icon_name,icon_color,account
1583,Teostra Webbing,4,99,16000,1600,Wing webbing carved from a fire dragon. A marvelous material with many uses.,icon_webbing,1,0
1584,Teostra Powder,6,99,32500,3250,Powder from fire dragon wings. Said to magnify a material's abilities.,icon_sac,1,0
1585,Teostra Gem,7,99,120000,12000,A rare gem formed inside a fire dragon. Flickers with ferocious flames.,icon_monster_jewel,1,0
1586,Wyvern Crystal,6,99,43000,4300,A mysterious crystal that glows with the energy of both light and dark spirits.,icon_ore,6,0
1587,Great Wyvern Crystal,8,99,129000,12900,A mysterious crystal of light and dark spirits. The owner is said to gain godlike powers.,icon_ore,6,0
1588,Akantor Scale+,6,99,42720,4272,"Faintly glittering Akantor Scale. It will not melt, even if dipped in lava.",icon_scale,10,0
1589,Akantor Shard,8,99,106800,10680,A splendid scale with a faint glow. Requires cooling after all that time in lava.,icon_scale,10,0
1590,Akantor Carapace,6,99,55800,5580,"Shining Akantor Shell. Exceptionally hard, and thus difficult to craft.",icon_shell,10,0
1591,Akantor Cortex,8,99,139500,13950,Bulky plating with a faint glow. Deters most attacks and repels the rest.,icon_shell,10,0
1592,Akantor Tail,6,99,80000,8000,The large rock-like tail of an Akantor. Strong enough to gouge the earth.,icon_carapace,10,0
1593,Akantor Flail,8,99,200000,20000,A barbed tail that razes the earth and knocks the fight right out of prey.,icon_carapace,10,0
1594,Akantor Hardclaw,6,99,57000,5700,Hard Akantor claw that can smash bedrock. Its victims are left unrecognizable.,icon_fang,10,0
1595,Akantor Shredtalon,8,99,142500,14250,An earth-shredding claw that destroys anything caught in the Akantor's charge.,icon_fang,10,0
1596,Akantor Tallfang,6,99,85000,8500,Huge fang that can pierce the heavens. It has passed through many foes.,icon_fang,10,0
1597,Akantor Greatfang,8,99,212500,21250,One of a pair of towering fangs. The hard base makes it ideal equipment material.,icon_fang,10,0
1598,Akantor Spike,6,99,95000,9500,A flawless spike from an Akantor. It can easily scar rock.,icon_carapace,10,0
1599,Akantor Thickspike,8,99,237500,23750,"A thick, sturdy shell spike believed to have evolved as defense against larger foes.",icon_carapace,10,0
1600,Akantor Gem,7,99,150000,15000,A gem that once belonged to the Ancient World-King. Its aura resists new ownership.,icon_monster_jewel,1,0
1601,Conquest Sphere,9,99,300000,30000,A gem said to grant dominion over everything under the sun. Courses with ambition.,icon_mantle,1,0
1602,Ukanlos Carapace,6,99,55800,5580,The minerals encrusted in this cold-infused shell make it surprisingly strong.,icon_shell,0,0
1603,Ukanlos Cortex,8,99,152500,15250,The minerals encrusted in this cold-infused cortex make it surprisingly strong.,icon_shell,0,0
1604,Ukanlos Underscale,6,99,45000,4500,"A thick, sharp belly scale. Cuts through snow, allowing Ukanlos to move easier.",icon_scale,0,0
1605,Ukanlos Underscale+,8,99,112500,11250,"A thick, sharp belly scale. Used to get around by cutting through the ice.",icon_scale,0,0
1606,Ukanlos Tail,6,99,80000,8000,The icy tail of Ukanlos. A single lash makes the air scream and the earth cry.,icon_carapace,0,0
1607,Ukanlos Flail,8,99,200000,20000,"A giant, icy Ukanlos tail. One swipe makes the air scream and glaciers crack.",icon_carapace,0,0
1608,Ukanlos Digger,6,99,57000,5700,An Ukanlos claw. Repeated voyages through the ice have twisted its shape.,icon_fang,0,0
1609,Ukanlos Digger+,8,99,142500,14250,An impossibly massive claw with ridges used to pull the monster onto the ice.,icon_fang,0,0
1610,Ukanlos Shoveljaw,6,99,95000,9500,"Ukanlos's shovel-like jaw. Developed to shovel snow, one scoop can cause an avalanche.",icon_carapace,0,0
1611,Ukanlos Shoveljaw+,8,99,237500,23750,A prominent jaw that makes for a real spectacle when it smashes apart hunks of ice.,icon_carapace,0,0
1612,Ukanlos Fin+,6,99,85000,8500,A huge dorsal fin with saw-like ridges at the tip that cut through anything.,icon_carapace,0,0
1613,Ukanlos Strongfin,8,99,212500,21250,"A giant, saw-like fin that runs along the Ukanlos's back. Cuts through all.",icon_carapace,0,0
1614,Ukanlos Gem,7,99,150000,15000,A gem owned by a king who nearly ended the world. It seeks to destroy new owners.,icon_monster_jewel,6,0
1615,Ukanlos Stone,9,99,300000,30000,A legendary Ukanlos stone. Those who craft it rule the earth and seize the sky.,icon_mantle,0,0
1616,Alatreon Scute,6,99,53800,5380,"A unique plating that can protect against attacks, and even deflect blows.",icon_shell,5,0
1617,Alatreon Pallium,8,99,107600,10760,A miraculous plate impervious to all attacks. Legend says the bearer receives heaven's love.,icon_shell,5,0
1618,Alatreon Plate,6,99,29600,2960,This particular Alatreon scale grows in backwards. It is as sharp as a blade.,icon_scale,5,0
1619,Alatreon Mantle,8,99,162500,16250,"The mantle of Alatreon is the stuff of legend, containing traces of every element within.",icon_scale,5,0
1620,Alatreon Talon,6,99,34200,3420,A talon capable of making weapons of untold power. Ridiculously sharp.,icon_fang,5,0
1621,Alatreon Riptalon,8,99,227500,22750,The mere sight of this deadly talon calls forth images of terrible weapons made from it.,icon_fang,5,0
1622,Alatreon Webbing,6,99,72000,7200,"At times this looks like a dark abyss; at others, like the coming of first light.",icon_carapace,5,0
1623,Alatreo Direwing,8,99,144000,14400,This vile wing can cut through time and space to destroy the entire world...say the rumors.,icon_carapace,5,0
1624,Alatreon Tail,6,99,97200,9720,"The tail from an Alatreon, previously thought to only have existed in legend.",icon_carapace,5,0
1625,Alatreo Diretail,8,99,145800,14580,"""Is this a dream?"" ""Am I alive?"" Those who grasp this tail begin to harbor such doubts.",icon_carapace,5,0
1626,Broken Skypiercer,6,99,38000,3800,A piece of the horn from atop an Alatreon's head. Broken due to the difficulty harvesting it.,icon_fang,5,0
1627,Skypiercer,7,99,100000,10000,Part of an Alatreon's convoluted horns.,icon_fang,5,0
1628,Skyswayer,9,99,160000,16000,Part of an Alatreon's convoluted horns. The finest specimen known to exist.,icon_fang,5,0
1629,Azure Dragongem,7,99,200000,20000,The legend to beat all legends. It is said to bring about the end of those who obtain it.,icon_mantle,3,0
1630,Azure Dragonsphire,9,99,400000,40000,Legend says the discovery of this brilliant gem heralds the end of the world.,icon_mantle,3,0
1631,Amatsu Carapace,6,99,50000,5000,Black armor beaten by fierce winds into powerful defense for a celestial god.,icon_shell,0,0
1632,Amatsu Cortex,8,99,110000,11000,"This black armor, forged by the storm for a malevolent god, is almost unmatched in strength.",icon_shell,0,0
1633,Amatsu Webbing,6,99,40000,4000,"Ethereal robes that make one appear to float, like something out of a fable.",icon_webbing,0,0
1634,Amatsu Membrane,8,99,88000,8800,"Legendary material that, when worn, can even allow the wearer to float for a short time.",icon_webbing,0,0
1635,Amatsu Horn,6,99,100000,10000,A horn carved from an Amatsu. The unblemished horns are proof of its strength.,icon_fang,0,0
1636,Amatsu Hardhorn,8,99,220000,22000,A horn carved from an Amatsu. It was grown in the midst of ferocious storms.,icon_fang,0,0
1637,Amatsu Claw+,6,99,60000,6000,The incredibly sharp claw of an Amatsu. Just seeing the claw will instill fear of its owner.,icon_fang,0,0
1638,Amatsu Hardclaw,8,99,132000,13200,The incredibly sharp claw of an Amatsu. Just seeing the claw inspires intense fear.,icon_fang,0,0
1639,Amatsu Tail,6,99,95000,9500,"The tail of the Storm Dragon. It is very tough, which helps maneuverability in the storm.",icon_carapace,0,0
1640,Amatsu Stormtail,8,99,209000,20900,The gorgeous tail of the Storm Dragon. Its dancing movements are said to call the storm.,icon_carapace,0,0
1641,Amatsu Pleura,6,99,90000,9000,A chestplate that is said to steal the future of those who bathe in its passionate light.,icon_carapace,0,0
1642,Amatsu Heavypleura,8,99,198000,19800,A heavy chestplate whose light emits despair. The passion it inspires is particularly strong.,icon_carapace,0,0
1643,Storm Vesicle,6,99,48000,4800,Unique organ that stores large amounts of water. Even a sliver can power up your gear.,icon_sac,0,0
1644,Storm Vesicle Clump,8,99,105600,10560,A particularly well-developed organ that stores enough water to wash away the world.,icon_sac,0,0
1645,Heavenly Dragongem,7,99,200000,20000,The root of the celestial gods' power. It grants their far-reaching vision.,icon_mantle,6,0
1646,Heavenly Dragonsphire,9,99,300000,30000,The root of the celestial gods' power. It grants their far-reaching vision.,icon_mantle,6,0
1647,Dragon Healing Crystal,8,99,50000,5000,A hard crystal made from dragon scales. Valued as medicine. (Account Item),icon_ore,10,1
1648,Lao-Shan Shard,8,99,112500,11250,The thick scale of Lao-Shan. Its hardness is on par with any wyvern cortex.,icon_scale,1,0
1649,Lao-Shan Cortex,8,99,152500,15250,An unbelievably heavy shell from Lao-Shan. The ages have made this shell immortal.,icon_shell,1,0
1650,Lao-Shan Hardhorn,8,99,160000,16000,Horn from a Lao-Shan Lung snout. Perfectly formed even without forging -- a true luxury item.,icon_fang,1,0
1651,Lao-Shan Megaclaw,8,99,129600,12960,A Lao-Shan Lung claw. So gigantic that even skilled artisans find themselves unable to work it.,icon_fang,1,0
1652,Lao-Shan Mantle,9,99,300000,30000,A legendary scale of Lao-Shan. Those who craft it rule the earth and seize the sky.,icon_mantle,1,0
1653,Fatalis Shard,8,99,139500,13950,"A thick, jet-black scale that covers the body of Fatalis. Grows thick with age.",icon_scale,10,0
1654,Fatalis Cortex,8,99,106800,10680,"Harder than a Fatalis shell, it's also known as Mediastinum.",icon_shell,10,0
1655,Fatalis Hardhorn,8,99,196500,19650,A horn of immense strength. The black glow of the horn gives off a strange attraction.,icon_fang,10,0
1656,Fatalis Evil Eye,8,99,280000,28000,An unusual aura surrounds the eye of Fatalis. Perhaps it's possessed...,icon_carapace,4,0
1657,Fatalis Fellwing,8,99,225000,22500,"A wing hard as any metal, yet still very malleable. Only the most skilled can work with it.",icon_carapace,10,0
1658,Crimson Fatalis Scale,8,99,136500,13650,The scale of a Fatalis overcome with rage. Crimson fire hides a deep darkness.,icon_scale,1,0
1659,Crimson Fatalis Shell,8,99,106800,10680,The shell of a Fatalis overcome with rage. It shines an unforgiving crimson.,icon_shell,1,0
1660,Crimson Fatalis Horn,8,99,196500,19650,The horn of a Fatalis overcome with rage. It looks ready to tear down the sky.,icon_fang,1,0
1661,Crimson Fatalis Wing,8,99,237500,23750,The wing of a Fatalis overcome with rage. The air fears its crimson pulse.,icon_carapace,1,0
1662,Fatalis Devileye+,8,99,325000,32500,The eye of a Fatalis overcome with rage. Its wicked gaze devours one's courage.,icon_carapace,1,0
1663,Old Fatalis Shard,8,99,181300,18130,A sparkling white scale of an ancient Fatalis. Its beauty can capture your heart.,icon_scale,0,0
1664,Old Fatalis Cortex,8,99,173910,17391,A sparkling white shell of an ancient Fatalis. Heavier and stronger than most parts.,icon_shell,0,0
1665,Old Fatalis Hardhorn,8,99,255400,25540,A sparkling white horn of an ancient Fatalis. Said to be lightning personified.,icon_fang,0,0
1666,Old Fatalis Fellwing,8,99,292500,29250,A sparkling white wing of an ancient Fatalis. To gaze upon it is to know true oppression.,icon_carapace,0,0
1667,Old Fatalis Souleye,8,99,338000,33800,"A crimson eye, fierce and unforgiving, that gazes back with red, electric finality.",icon_carapace,1,0
1668,Nakarkos Husk,4,99,17600,1760,"The outer shell covering the Nakarkos. Used for crafting, but not much else is known.",icon_bone,0,0
1669,Nakarkos Husk+,6,99,53000,5300,Bones that have become hardened somehow due to the fluid of a Nakarkos.,icon_bone,0,0
1670,Heavy Nakarkos Husk,8,99,132500,13250,These bones have become impossibly hard after years of soaking in Nakarkos fluid.,icon_bone,0,0
1671,Nakarkos Shell,4,99,13600,1360,The outer shell covering the Nakarkos. Its properties make for great armor.,icon_shell,0,0
1672,Nakarkos Shell+,6,99,41000,4100,"A spiny outer shell, it has undergone many changes over time, making it quite unique.",icon_shell,0,0
1673,Nakarkos Hardshell,8,99,102500,10250,The outer shell covering the Nakarkos. Its hardness makes truly top-class armor.,icon_shell,0,0
1674,Nakarkos Skull,4,99,30000,3000,A horrifying skull that strikes fear into the hearts of all who see it.,icon_bone,0,0
1675,Nakarkos Hardskull,8,99,75000,7500,A hair-raisingly frightening skull. Said to induce fainting in those who gaze upon its horror.,icon_bone,0,0
1676,Nakarkos Vertebra,4,99,24000,2400,The sound of this bone terrifies all who hear it. Surprisingly easy to work with.,icon_bone,0,0
1677,Nakarkos Hardvertebra,8,99,60000,6000,The echoing sound of this bone brings madness to all who hear it. Valuable and easy to work with.,icon_bone,0,0
1678,Nakarkos Hide,6,99,40000,4000,The beautiful blue hide of a Nakarkos. It is hard to tear despite its elasticity.,icon_hide,15,0
1679,Nakarkos Azurehide,8,99,100000,10000,The beautiful blue hide of a Nakarkos. Both incredibly strong and highly-prized.,icon_hide,15,0
1680,Nakarkos Arm Brace,6,99,58000,5800,A keratinized brace from the oral arm of a Nakarkos. Hard and oozing a strong adhesive.,icon_shell,15,0
1681,Scary Nakarkos ArmBrce,8,99,145000,14500,A keratinized brace from the oral arm of a Nakarkos. Stickier and harder than ever.,icon_shell,15,0
1682,Nakarkos Fang,6,99,66000,6600,One of countless fangs in the mouth of a Nakarkos. It can crunch through bone with ease.,icon_fang,0,0
1683,Nakarkos Cuttlebone,6,99,61000,6100,A small white bone that is found inside the body of a Nakarkos.,icon_bone,0,0
1684,Lrg Nakarkos Cuttlebone,8,99,152500,15250,"A huge white bone found inside the body of a Nakarkos. Though called a bone, it's more of a shell.",icon_bone,0,0
1685,Nakarkos Soul Orb,7,99,200000,20000,A jewel formed in a Nakarkos from the remains of the endless prey it has devoured.,icon_monster_jewel,3,0
1686,Nakarkos SecretSoulOrb,9,99,300000,30000,An extremely rare jewel formed inside a Narkakos from the remains of its prey.,icon_mantle,3,0
1687,Radiant Mucus,4,99,16600,1660,A viscous liquid produced by the Nakarkos. It gives off an ominous glow.,icon_liquid,3,0
1688,Radiant Mucus+,6,99,40000,4000,Nakarkos mucus is said to help prevent the deterioration of bone materials.,icon_liquid,3,0
1689,Viscous Radiant Mucus,8,99,96000,9600,Good quality Narkakos mucus. Keeps bone in good condition and can harden it too.,icon_liquid,3,0
1690,Valstrax Scale+,6,99,18000,1800,A high-quality Valstrax scale that can withstand movement at the speed of sound.,icon_scale,0,0
1691,Valstrax Shard,8,99,54000,5400,A faintly glittering silver Valstrax scale. Precious dragon scales like these were once used in rituals.,icon_scale,0,0
1692,Valstrax Carapace,6,99,16500,1650,A sturdy Valstrax outer shell. Not even impacts at the speed of sound can mar it.,icon_shell,0,0
1693,Valstrax Cortex,8,99,49500,4950,"A particularly hard shell inside Valstrax's outer shell. Light and strong, it's of the finest quality.",icon_shell,0,0
1694,Valstrax Claw+,6,99,21900,2190,This piece of Valstrax claw is remarkably hard and sharp. It's torn up countless peacetimes.,icon_fang,10,0
1695,Valstrax Hardclaw,8,99,65700,6570,A fierce-looking Valstrax claw. Just the sight of this disaster- bringing claw chills the blood.,icon_fang,10,0
1696,Valstrax Tail,6,99,14800,1480,A large Valstrax tail that shines like a comet. Effortlessly sweeps aside all tranquility.,icon_carapace,0,0
1697,Valstrax Helixtail,8,99,88800,8880,A beautifully sharp section of Valstrax tail. Glows eerily like the tail of a comet.,icon_carapace,0,0
